daao_id,daao_url,daao_path
4da1a3a7b538b73d93018db8,http://www.daao.org.au/bio/elizabeth-skottowe,elizabeth-skottowe
5667a5bbd707ff0ff6000001,http://www.daao.org.au/bio/jennifer-humphreys,jennifer-humphreys
4da1993ab538b73d9300edb4,http://www.daao.org.au/bio/pam-johnston,pam-johnston
4da19c04b538b73d93012bab,http://www.daao.org.au/bio/raymond-mcgrath,raymond-mcgrath
4da1979eb538b73d9300b66f,http://www.daao.org.au/bio/carol-napangardi-gallagher,carol-napangardi-gallagher
4da1a5dfb538b73d93019e1a,http://www.daao.org.au/bio/gerald-iljiddimor-surha,gerald-iljiddimor-surha
4e1f926c72edc24d910001c1,http://www.daao.org.au/bio/roger-kemp,roger-kemp
4da1e6dcb538b73d9302a519,http://www.daao.org.au/bio/deborah-vaughan,deborah-vaughan
4da197d7b538b73d9300c130,http://www.daao.org.au/bio/johnny-tjangala-gordon-downs,johnny-tjangala-gordon-downs
4da1ea98b538b73d9302a584,http://www.daao.org.au/bio/aida-tomescu,aida-tomescu
4da19804b538b73d9300c8c8,http://www.daao.org.au/bio/guy-grey-smith,guy-grey-smith
4da19943b538b73d9300ef01,http://www.daao.org.au/bio/clifford-malcolm-jones,clifford-malcolm-jones
4da196ddb538b73d930095a0,http://www.daao.org.au/bio/matala-dixon,matala-dixon
4da1975ab538b73d9300ab72,http://www.daao.org.au/bio/gordon-heath-fitchett,gordon-heath-fitchett
4da197c4b538b73d9300be90,http://www.daao.org.au/bio/ena-nungurrayai-gimme,ena-nungurrayai-gimme
4deec02472edc238d7000002,http://www.daao.org.au/bio/brad-miller,brad-miller
4da1b007b538b73d9301dc7d,http://www.daao.org.au/bio/josie-kunoth-petyarre,josie-kunoth-petyarre
4e13d85d72edc27ef700016c,http://www.daao.org.au/bio/alexandra-gillespie,alexandra-gillespie
4da1dd67b538b73d93028dd7,http://www.daao.org.au/bio/trevor-nickolls,trevor-nickolls
4da1b5f8b538b73d9301fbeb,http://www.daao.org.au/bio/janet-laurence,janet-laurence
4da19694b538b73d93008a6d,http://www.daao.org.au/bio/lyndon-dadswell,lyndon-dadswell
4da19694b538b73d93008a6d,http://www.daao.org.au/bio/lyndon-dadswell-1,lyndon-dadswell-1
4da19f01b538b73d93015c68,http://www.daao.org.au/bio/janie-nakamarra-peters,janie-nakamarra-peters
4da1a920b538b73d9301afbe,http://www.daao.org.au/bio/possum-tjapangati,possum-tjapangati
4da19cceb538b73d93013dc3,http://www.daao.org.au/bio/lucy-nampijinpa,lucy-nampijinpa
4da1a5e6b538b73d93019eb5,http://www.daao.org.au/bio/david-swain,david-swain
4da19c9eb538b73d9301392d,http://www.daao.org.au/bio/albert-digby-moran,albert-digby-moran
4da1e25db538b73d93029ebc,http://www.daao.org.au/bio/martha-mcdonald,martha-mcdonald
4da1a7ddb538b73d9301a4ef,http://www.daao.org.au/bio/peter-tex,peter-tex
